fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,id,color
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,20553,white
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,20554,white
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7,20555,white
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,20556,white
8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4,5,20557,white
6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,6,20558,white
5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5,5,20559,white
7.2,0.34,0.44,4.2,0.047,51,144,0.991,3.01,0.76,12.3,6,20560,white
6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7,20561,white
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,20562,white
7.7,0.34,0.27,8.8,0.063,39,184,0.9969,3.09,0.63,9.2,6,20563,white
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7,20564,white
6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1,5,20565,white
7.8,0.22,0.38,10.3,0.059,28,99,0.9967,3.12,0.47,10,6,20566,white
7.2,0.35,0.34,12.4,0.051,6,37,0.9944,3.13,0.39,11.5,6,20567,white
6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,20568,white
6.1,0.26,0.51,2.2,0.05,61,154,0.9929,3.08,0.6,9.8,6,20569,white
6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,20570,white
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,20571,white
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,20572,white
6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,5,20573,white
7.2,0.2,0.34,2.7,0.032,49,151,0.99,3.16,0.39,12.7,7,20574,white
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7,20575,white
8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6,20576,white
8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6,20577,white
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,20578,white
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,20579,white
6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3,7,20580,white
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5,20581,white
5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4,5,20582,white
7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,20583,white
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,20584,white
6.6,0.25,0.3,1.6,0.046,32,134,0.993,3.42,0.51,10.1,7,20585,white
7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,20586,white
7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,6,20587,white
6.1,0.32,0.25,1.7,0.034,37,136,0.992,3.47,0.5,10.8,7,20588,white
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,20589,white
7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6,20590,white
7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5,20591,white
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,6,20592,white
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,20593,white
6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,20594,white
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,20595,white
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,7,20596,white
6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,20597,white
7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6,20598,white
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8,20599,white
6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7,20600,white
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,6,20601,white
7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8,6,20602,white
6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,5,20603,white
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,5,20604,white
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,20605,white
6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,20606,white
7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,20607,white
7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,20608,white
6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5,5,20609,white
7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,20610,white
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8,20611,white
7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,20612,white
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,20613,white
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,20614,white
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,20615,white
7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,5,20616,white
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,20617,white
7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6,20618,white
7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6,20619,white
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,6,20620,white
6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,20621,white
6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5,20622,white
5.3,0.32,0.12,6.6,0.043,22,141,0.9937,3.36,0.6,10.4,6,20623,white
7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,20624,white
6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,5,20625,white
6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8,20626,white
7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4,20627,white
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,20628,white
7,0.32,0.24,6.2,0.048,31,228,0.9957,3.23,0.62,9.4,6,20629,white
5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6,20630,white
7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,20631,white
7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,20632,white
6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,20633,white
6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,20634,white
6.1,0.17,0.28,4.5,0.033,46,150,0.9933,3.43,0.49,10.9,6,20635,white
5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,6,20636,white
6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,7,20637,white
7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,5,20638,white
5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,5,20639,white
5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3,5,20640,white
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,20641,white
6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4,20642,white
6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,6,20643,white
6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,20644,white
6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,5,20645,white
6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,5,20646,white
6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4,20647,white
7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6,20648,white
6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5,20649,white
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,20650,white
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,20651,white
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,20652,white
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,20653,white
5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6,20654,white
6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,20655,white
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,6,20656,white
9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6,20657,white
7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5,20658,white
6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,5,20659,white
6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10,4,20660,white
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,20661,white
6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7,20662,white
7,0.57,0.1,8.3,0.094,23,188,0.9972,3.4,0.47,9.2,4,20663,white
7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,20664,white
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,20665,white
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,5,20666,white
6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6,20667,white
7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,20668,white
6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6,20669,white
6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,5,20670,white
7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6,20671,white
6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6,20672,white
7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,20673,white
6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,20674,white
6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5,20675,white
6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,6,20676,white
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,6,20677,white
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,20678,white
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,20679,white
5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,20680,white
6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10,5,20681,white
6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7,5,20682,white
5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6,20683,white
6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,5,20684,white
8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5,20685,white
6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,5,20686,white
6.8,0.22,0.35,5.5,0.043,21,114,0.9938,3.3,0.53,10.7,7,20687,white
6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9,4,20688,white
7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6,20689,white
6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,20690,white
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,4,20691,white
6.1,0.36,0.16,6.4,0.037,36,198,0.9944,3.17,0.62,9.9,6,20692,white
6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8,5,20693,white
5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8,5,20694,white
7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6,20695,white
6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5,5,20696,white
6.7,0.19,0.34,1,0.022,22,94,0.9912,3.23,0.57,11.1,6,20697,white
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5,20698,white
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5,20699,white
7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5,20700,white
8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7,5,20701,white
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7,20702,white
6.6,0.38,0.18,1.2,0.042,20,84,0.9927,3.22,0.45,10.1,4,20703,white
6.4,0.33,0.28,1.1,0.038,30,110,0.9917,3.12,0.42,10.5,6,20704,white
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,6,20705,white
8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5,20706,white
6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5,20707,white
7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6,20708,white
7.7,0.2,0.44,13.9,0.05,44,130,0.99855,3.11,0.48,10,6,20709,white
6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2,5,20710,white
6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,20711,white
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,20712,white
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6,20713,white
6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,5,20714,white
6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,6,20715,white
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,20716,white
7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,6,20717,white
7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,20718,white
6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,20719,white
7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,20720,white
6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,5,20721,white
6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5,20722,white
6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,6,20723,white
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8,20724,white
7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,7,20725,white
6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,20726,white
6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7,20727,white
7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4,5,20728,white
6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5,20729,white
6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,5,20730,white
6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6,20731,white
6.2,0.25,0.48,10,0.044,78,240,0.99655,3.25,0.47,9.5,6,20732,white
8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,7,20733,white
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,20734,white
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,20735,white
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,20736,white
6.6,0.25,0.3,14.4,0.052,40,183,0.998,3.02,0.5,9.1,6,20737,white
6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5,20738,white
7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7,20739,white
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,6,20740,white
6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3,20741,white
5.8,0.2,0.3,1.5,0.031,21,57,0.99115,3.44,0.55,11,6,20742,white
7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,6,20743,white
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,5,20744,white
7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10,5,20745,white
7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,6,20746,white
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,20747,white
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,20748,white
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,20749,white
7.3,0.3,0.42,7.35,0.025,51,175,0.9928,3.04,0.32,11.4,6,20750,white
7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5,6,20751,white
6.9,0.2,0.5,10,0.036,78,167,0.9964,3.15,0.55,10.2,6,20752,white
6.7,0.2,0.42,14,0.038,83,160,0.9987,3.16,0.5,9.4,6,20753,white
7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6,20754,white
5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5,20755,white
7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,20756,white
5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5,5,20757,white
6.8,0.22,0.37,15.2,0.051,68,178,0.99935,3.4,0.85,9.3,6,20758,white
7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7,20759,white
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,20760,white
6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,20761,white
7,0.2,0.38,8.1,0.05,42,173,0.99585,3.3,0.54,9.8,6,20762,white
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,20763,white
5,0.44,0.04,18.6,0.039,38,128,0.9985,3.37,0.57,10.2,6,20764,white
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,6,20765,white
7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6,20766,white
6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2,5,20767,white
6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6,20768,white
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,20769,white
6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7,20770,white
6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,7,20771,white
6.6,0.16,0.57,1.1,0.13,58,140,0.9927,3.12,0.39,9.3,7,20772,white
6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7,20773,white
6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,5,20774,white
9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9,20775,white
6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,6,20776,white
8.3,0.14,0.45,1.5,0.039,18,98,0.99215,3.02,0.56,11,6,20777,white
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,20778,white
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,20779,white
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,20780,white
6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4,20781,white
7.8,0.29,0.22,9.5,0.056,44,213,0.99715,3.08,0.61,9.3,6,20782,white
6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7,20783,white
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8,20784,white
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,20785,white
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,20786,white
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,20787,white
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,20788,white
5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7,20789,white
7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,20790,white
7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,20791,white
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,20792,white
6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10,5,20793,white
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,20794,white
7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3,5,20795,white
7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9,5,20796,white
7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,6,20797,white
6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6,20798,white
5.4,0.18,0.24,4.8,0.041,30,113,0.99445,3.42,0.4,9.4,6,20799,white
6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8,20800,white
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,20801,white
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,20802,white
6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5,20803,white
6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7,20804,white
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6,20805,white
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,20806,white
6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,5,20807,white
6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,6,20808,white
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6,20809,white
6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6,20810,white
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,20811,white
6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6,20812,white
6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7,20813,white
6.5,0.26,0.32,16.5,0.045,44,166,1,3.38,0.46,9.5,6,20814,white
7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5,6,20815,white
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,20816,white
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,20817,white
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5,20818,white
6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,20819,white
6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,5,20820,white
6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,9,20821,white
7.3,0.655,0.2,10.2,0.071,28,212,0.9971,2.96,0.58,9.2,6,20822,white
6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,5,20823,white
6.7,0.19,0.23,6.2,0.047,36,117,0.9945,3.34,0.43,9.6,6,20824,white
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,20825,white
7,0.21,0.37,7.2,0.042,36,167,0.9958,3.26,0.56,9.8,6,20826,white
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6,20827,white
7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5,9,20828,white
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,20829,white
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7,20830,white
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,20831,white
7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,4,20832,white
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8,20833,white
6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6,20834,white
7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5,6,20835,white
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,8,20836,white
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,20837,white
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,20838,white
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,20839,white
7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7,20840,white
7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7,20841,white
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,20842,white
8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7,20843,white
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7,20844,white
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,20845,white
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8,20846,white
